sep= . 
Montagem: 1 .  Data: 23/03/2021 10:13:24 . Placa WEG - Step 01
Tempo Passo 1 . 2,840934
Tempo Passo 2 . 5,835629
Tempo Passo 3 . 1,739156
Tempo Passo 4 . 1,393609
Tempo Passo 5 . 1,244493
Tempo Passo 6 . 3,946333
Tempo Passo 7 . 1,589669
Tempo Passo 8 . 3,518686
Tempo Passo 9 . 0,6437806
Tempo Total de Montagem  . 19,26757
