sep= . 
Montagem: 1 .  Data: 23/03/2021 14:43:19 . Placa WEG - Step 03
Tempo Passo 1 . 3,096797
Tempo Passo 2 . 15,63711
Tempo Passo 3 . 38,70147
Tempo Passo 4 . 22,60691
Tempo Passo 5 . 41,4229
Tempo Passo 6 . 19,24604
Tempo Passo 7 . 29,85171
Tempo Passo 8 . 95,13531
Tempo Passo 9 . 1,068251
Tempo Total de Montagem  . 262,601
