sep= . 
Montagem: 1 .  Data: 09/09/2021 09:26:06 . Placa WEG - Step 01
Tempo Passo 1 . 111,9058
Tempo Passo 2 . 448,0497
Tempo Passo 3 . 34,06669
Tempo Passo 4 . 42,26121
Tempo Passo 5 . 29,23355
Tempo Passo 6 . 41,86576
Tempo Passo 7 . 0
Tempo Passo 8 . 0
Tempo Passo 9 . 0
Tempo Total de Montagem  . 595,4755
Montagem interrompida . 595,4755
